,home_team_goal,away_team_goal,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,away-wins,away-draws,away-losses,away-goals,away-opposition-goals
366,1,4,3.2,3.0,2.4,2,1,7,8,15,6,1,3,15,7
367,0,1,2.38,3.0,3.25,4,2,4,11,12,4,4,2,15,12
368,1,0,1.29,5.0,12.0,6,3,1,13,7,4,3,3,11,12
369,1,2,5.5,3.4,1.73,1,6,3,10,14,6,1,3,17,7
370,2,0,1.62,3.5,6.5,5,1,4,15,12,4,2,4,9,10
371,1,3,2.55,3.25,2.55,4,3,3,14,14,3,4,3,20,25
372,1,2,7.5,4.33,1.36,2,1,7,11,29,7,1,2,23,12
373,0,4,1.25,5.0,9.5,6,2,2,17,11,1,1,8,6,18
374,1,2,1.75,3.4,4.33,5,3,2,18,11,4,3,3,16,10
375,1,3,1.22,5.25,11.0,3,3,4,18,15,0,3,7,6,23
376,0,6,3.1,3.2,2.2,5,3,2,13,5,6,4,0,18,10
377,2,0,2.25,3.2,3.0,1,4,5,6,11,3,3,4,11,11
378,2,0,5.5,4.0,1.57,2,4,4,13,17,10,0,0,26,7
379,2,0,1.91,3.4,4.0,5,2,3,12,12,5,2,3,21,18
380,3,3,2.2,3.4,3.2,1,3,6,6,13,5,1,4,14,13
381,2,3,1.91,3.4,4.0,3,2,5,13,18,0,4,6,5,15
382,2,1,2.4,3.4,2.8,2,2,6,10,21,2,2,6,8,18
383,1,1,2.1,3.25,3.6,4,1,5,13,15,2,2,6,12,20
384,1,1,1.67,3.6,5.25,5,0,5,20,17,1,2,7,7,18
385,3,4,2.1,3.4,3.4,6,2,2,23,15,6,1,3,13,7
386,0,2,2.75,3.25,2.62,2,3,5,6,13,4,1,5,13,14
387,1,0,2.25,3.1,3.1,2,4,4,7,11,7,2,1,16,10
388,0,0,3.4,3.2,2.05,2,1,7,8,15,4,4,2,11,5
389,0,0,1.67,3.4,5.0,5,3,2,12,9,2,5,3,6,9
390,2,1,2.5,3.3,2.75,2,3,5,11,18,1,3,6,10,18
391,2,1,1.44,4.2,7.5,3,6,1,13,8,2,2,6,12,20
392,3,0,1.33,4.75,8.5,7,1,2,22,13,5,2,3,13,13
393,1,0,1.53,4.0,6.0,6,2,2,19,14,3,3,4,16,18
394,2,1,2.05,3.3,3.6,5,1,4,18,14,3,2,5,11,14
395,1,1,1.5,4.0,6.5,4,3,3,19,13,3,4,3,12,14
396,1,1,3.25,3.25,2.2,2,3,5,14,23,4,5,1,13,8
397,2,1,2.8,3.25,2.5,3,1,6,15,22,2,4,4,11,10
398,1,2,2.05,3.3,3.6,6,1,3,18,14,5,1,4,17,15
399,2,2,1.33,5.0,10.0,7,2,1,17,7,4,3,3,15,14
400,4,0,2.0,3.4,3.8,2,2,6,7,17,1,2,7,6,21
401,0,0,4.5,3.5,1.83,5,1,4,15,12,7,2,1,21,6
402,4,2,1.67,3.6,5.5,4,3,3,13,10,5,1,4,13,10
403,1,1,4.5,3.6,1.8,3,4,3,10,14,5,2,3,16,15
404,0,1,2.0,3.4,3.8,2,3,5,14,15,4,3,3,13,12
405,0,0,2.5,3.25,2.88,4,3,3,10,15,3,5,2,8,6
406,3,0,2.1,3.3,3.6,3,2,5,9,15,0,3,7,9,19
407,1,2,2.75,2.9,2.8,2,4,4,3,5,6,1,3,16,10
408,1,3,2.88,3.1,2.5,4,1,5,11,15,5,3,2,16,9
409,2,0,1.91,3.1,4.5,3,3,4,8,11,1,6,3,5,9
410,0,0,1.62,3.5,6.25,5,5,0,14,5,3,2,5,7,13
411,2,2,2.2,3.1,3.5,1,6,3,8,11,2,5,3,10,12
412,3,1,2.1,3.0,3.8,3,4,3,7,6,3,0,7,8,18
413,3,1,2.75,2.9,2.8,0,4,6,5,12,4,2,4,13,11
414,1,1,1.3,5.0,10.0,6,1,3,17,10,2,1,7,9,20
415,1,0,1.44,4.2,7.5,5,2,3,13,14,5,1,4,18,19
416,2,2,3.8,3.3,2.0,4,2,4,16,14,8,2,0,25,12
417,2,1,2.05,3.5,3.4,3,3,4,19,15,5,2,3,22,14
418,4,0,1.5,4.0,6.5,7,1,2,16,12,1,1,8,8,19
419,1,2,2.1,3.3,3.5,0,6,4,11,20,4,0,6,12,16
420,1,1,1.8,3.5,4.5,2,3,5,13,21,1,4,5,6,16
421,5,2,2.2,3.0,3.6,1,5,4,12,18,2,1,7,8,16
422,3,0,1.44,3.8,9.0,5,1,4,16,12,0,6,4,9,16
423,1,1,2.7,3.3,2.55,2,0,8,10,18,3,2,5,14,18
424,2,0,1.33,5.0,8.5,4,4,2,21,22,1,3,6,9,21
425,1,2,2.3,3.4,3.0,4,3,3,13,12,5,2,3,18,12
426,0,1,3.25,3.4,2.15,3,3,4,18,15,8,2,0,26,4
427,1,1,1.33,5.0,8.5,9,0,1,23,7,5,2,3,10,11
428,2,2,5.0,3.5,1.73,6,3,1,17,9,6,2,2,27,9
429,2,0,1.53,4.0,6.0,3,4,3,15,14,1,2,7,7,23
430,2,1,1.91,3.3,4.2,4,2,4,13,12,2,4,4,10,12
431,2,0,2.4,3.5,2.75,3,1,6,7,14,2,1,7,9,19
432,2,0,1.57,3.8,6.0,9,1,0,34,4,5,2,3,19,18
433,2,1,1.53,4.0,6.0,5,2,3,20,16,1,3,6,8,17
434,1,4,2.62,3.2,2.62,6,2,2,18,11,4,3,3,14,13
435,0,3,8.0,4.75,1.36,2,2,6,7,18,6,1,3,25,14
436,0,3,2.05,3.2,3.4,3,5,2,12,11,2,6,2,14,13
437,1,1,1.25,5.5,15.0,7,1,2,23,3,1,3,6,4,14
438,1,3,2.65,3.0,2.8,2,2,6,8,18,5,2,3,17,11
439,0,0,1.91,3.25,4.33,5,3,2,11,8,5,3,2,20,14
440,0,1,2.4,3.0,3.2,5,4,1,12,8,3,6,1,14,9
441,1,1,2.1,3.4,3.1,8,0,2,27,11,4,3,3,14,10
442,2,0,1.75,3.2,5.25,3,2,5,11,13,4,2,4,8,10
443,2,0,1.5,3.75,7.5,6,1,3,18,8,3,3,4,10,13
444,4,2,2.2,3.0,3.6,7,0,3,19,8,6,3,1,13,7
445,3,2,1.4,3.8,11.0,5,1,4,10,11,6,2,2,15,7
446,3,3,2.3,3.0,3.4,3,2,5,13,15,3,2,5,9,13
447,1,1,1.91,3.1,4.5,5,4,1,16,11,4,2,4,16,12
448,0,2,2.4,2.88,3.3,3,2,5,11,21,4,1,5,11,13
449,4,2,1.17,6.5,19.0,8,2,0,18,4,1,1,8,3,16
450,1,1,4.5,3.75,1.73,2,4,4,10,17,5,1,4,21,14
451,2,1,1.91,3.3,3.75,3,1,6,7,17,4,1,5,18,26
452,0,0,1.25,5.0,10.0,5,2,3,18,11,2,1,7,12,30
453,1,4,2.38,3.4,2.88,4,1,5,18,13,6,1,3,20,12
454,3,0,2.0,3.3,3.8,2,2,6,12,20,6,0,4,17,13
455,2,0,1.62,3.75,5.5,4,3,3,22,18,5,1,4,19,15
456,1,1,2.2,3.3,3.25,2,2,6,9,18,4,2,4,14,14
457,3,0,2.1,3.4,3.4,4,2,4,15,16,6,1,3,14,12
458,1,0,2.3,3.25,3.1,1,3,6,7,16,1,3,6,9,16
459,4,1,1.85,3.4,4.33,3,4,3,13,15,2,2,6,13,21
460,1,0,2.05,3.3,3.6,6,1,3,15,10,5,4,1,20,16
461,2,0,1.95,3.3,4.0,5,2,3,21,18,3,2,5,12,20
462,0,2,2.2,3.3,3.3,4,1,5,10,14,3,0,7,8,17
463,1,0,2.38,3.4,2.88,2,5,3,12,15,5,1,4,19,15
464,2,4,6.5,3.75,1.5,3,2,5,6,13,6,2,2,16,7
465,2,0,1.57,3.8,6.0,7,1,2,27,12,6,2,2,18,13
466,2,0,1.33,5.0,9.0,8,2,0,21,4,4,3,3,15,11
467,0,0,2.7,3.1,2.8,2,3,5,10,13,3,3,4,7,10
468,2,2,2.25,3.25,3.25,2,4,4,12,11,5,1,4,17,13
469,2,0,1.61,3.75,5.5,3,3,4,15,17,2,4,4,14,20
470,4,3,1.4,4.33,8.5,6,0,4,18,15,2,2,6,7,19
471,2,2,1.83,3.4,4.5,4,5,1,13,8,2,3,5,9,18
472,5,1,3.0,3.25,2.4,3,2,5,11,14,5,2,3,18,15
473,2,0,1.57,3.8,6.0,1,3,6,11,19,4,1,5,17,22
474,0,1,3.0,3.4,2.37,1,4,5,4,12,5,3,2,17,10
475,3,0,1.83,3.5,4.5,0,3,7,9,20,4,4,2,9,13
476,3,0,2.2,3.25,3.5,3,6,1,8,5,2,5,3,10,15
477,2,1,2.2,3.25,3.4,4,1,5,12,13,2,5,3,10,13
478,1,4,2.1,3.25,3.75,3,4,3,16,16,3,1,6,10,16
479,0,1,4.5,3.4,1.83,2,6,2,11,12,4,4,2,9,7
480,2,1,2.4,3.0,3.2,1,6,3,5,10,3,1,6,10,17
481,3,1,1.44,3.75,9.5,3,6,1,14,9,2,2,6,8,19
482,1,2,2.6,2.9,3.0,6,2,2,19,10,4,6,0,11,5
483,1,1,2.1,3.1,3.75,3,3,4,7,10,1,6,3,9,12
484,2,0,1.83,3.25,4.75,2,0,8,7,21,2,4,4,4,6
485,2,2,2.2,3.0,3.6,3,4,3,9,7,5,3,2,11,8
486,1,2,5.5,3.6,1.66,3,2,5,7,12,8,2,0,20,5
487,1,0,1.9,3.1,4.5,3,2,5,11,15,3,2,5,11,12
488,2,0,1.72,3.6,4.75,4,2,4,9,14,2,4,4,9,16
489,4,1,3.3,3.5,2.1,4,1,5,19,22,4,4,2,18,20
490,2,5,2.4,3.5,2.8,3,3,4,15,17,3,1,6,16,17
491,0,0,1.28,5.25,11.0,6,1,3,11,6,3,3,4,7,10
492,1,0,1.5,4.0,7.0,3,5,2,9,5,2,3,5,7,10
493,1,0,1.33,5.0,9.0,6,3,1,29,10,3,4,3,15,13
494,0,0,2.2,3.3,3.3,5,3,2,11,9,5,4,1,17,10
495,0,1,1.9,3.4,4.0,4,0,6,9,14,3,1,6,8,14
496,0,3,2.75,3.4,2.5,2,1,7,8,19,5,2,3,13,10
497,2,0,2.7,3.4,2.5,1,2,7,7,21,3,1,6,8,15
498,1,0,1.9,3.4,4.0,4,2,4,17,19,5,2,3,18,15
499,2,3,3.4,3.4,2.1,1,3,6,8,17,5,3,2,24,17
500,2,1,1.5,4.2,6.5,4,3,3,16,13,4,3,3,18,12
501,0,0,2.3,3.25,3.2,2,5,3,11,14,6,1,3,19,14
502,1,1,2.4,3.25,3.0,5,2,3,16,15,6,3,1,16,7
503,2,1,2.37,3.4,3.0,3,5,2,15,11,5,2,3,15,11
504,2,1,3.25,3.3,2.25,0,2,8,5,25,2,3,5,12,13
505,0,3,1.53,3.75,7.0,4,4,2,18,13,4,2,4,9,10
506,3,4,3.1,3.1,2.4,4,2,4,14,12,5,3,2,17,9
507,2,2,1.5,3.8,7.5,7,0,3,17,10,1,4,5,8,12
508,5,1,1.66,3.6,5.5,6,2,2,15,11,2,3,5,14,18
509,1,3,4.5,3.1,1.95,3,3,4,13,11,8,0,2,22,8
510,1,0,2.62,3.0,2.87,2,1,7,10,19,6,1,3,17,9
511,1,1,1.75,3.25,5.5,6,1,3,17,10,3,1,6,10,22
512,3,2,5.0,3.2,1.83,3,2,5,9,14,5,1,4,11,13
513,0,1,2.5,3.0,3.0,1,1,8,5,18,4,5,1,14,10
514,0,1,2.62,2.75,3.2,5,0,5,13,13,6,1,3,18,8
515,0,0,2.1,2.9,4.2,0,5,5,8,18,2,5,3,16,18
516,2,0,1.28,4.5,10.0,7,1,2,24,10,4,2,4,12,12
517,0,0,1.4,4.0,8.0,5,2,3,18,13,2,1,7,11,16
518,3,1,2.5,3.25,2.6,2,2,6,10,26,3,1,6,7,18
519,0,6,8.5,4.0,1.36,1,3,6,9,20,8,1,1,23,8
520,1,0,1.53,3.75,5.75,4,2,4,19,15,3,3,4,18,14
521,0,0,1.36,4.2,7.5,6,2,2,18,9,5,3,2,13,10
522,2,0,2.25,3.1,3.0,2,3,5,12,16,3,1,6,6,12
523,3,2,1.8,3.2,4.33,1,4,5,8,16,2,2,6,7,12
524,1,1,1.66,3.4,5.0,7,2,1,15,8,2,2,6,7,17
525,0,3,8.0,4.5,1.4,2,4,4,9,11,8,1,1,20,8
526,0,1,2.1,3.25,3.6,5,1,4,18,15,3,2,5,15,19
527,1,0,2.3,3.0,3.4,6,0,4,17,15,1,3,6,9,19
528,1,1,2.05,3.4,3.6,4,3,3,14,13,5,2,3,21,17
529,4,1,1.72,3.5,5.0,6,1,3,12,11,2,3,5,8,15
530,0,0,3.5,3.5,2.05,1,2,7,12,24,6,1,3,15,10
531,1,2,4.2,3.75,1.8,4,4,2,19,17,9,1,0,34,3
532,4,3,2.5,3.4,2.75,3,1,6,12,22,5,2,3,17,14
533,5,2,2.4,3.3,2.87,1,2,7,9,17,3,4,3,16,16
534,0,0,5.0,3.6,1.73,5,2,3,12,10,6,2,2,22,4
535,0,0,1.4,4.0,7.5,7,3,0,23,9,5,2,3,14,11
536,3,0,1.33,4.5,12.0,5,4,1,14,6,5,0,5,14,14
537,0,0,2.25,3.25,3.3,4,0,6,14,17,1,2,7,12,20
538,0,0,1.72,3.6,5.0,5,2,3,15,11,4,5,1,11,5
539,2,2,2.5,3.3,2.87,6,2,2,18,10,4,3,3,14,15
540,0,1,2.5,3.3,2.87,2,5,3,10,13,5,3,2,11,7
541,5,1,1.8,3.6,4.5,2,2,6,11,13,2,4,4,16,20
542,1,4,2.2,3.25,3.4,2,4,4,11,15,1,4,5,4,12
543,0,1,12.0,5.0,1.3,3,4,3,7,15,6,3,1,19,6
544,2,1,2.25,3.3,3.25,4,2,4,12,14,4,4,2,15,10
545,2,0,1.14,7.5,21.0,5,3,2,17,4,1,2,7,7,22
546,3,1,2.05,3.3,3.25,3,3,4,18,14,4,2,4,9,13
547,0,0,1.9,3.3,3.6,5,2,3,19,13,7,1,2,24,10
548,0,0,1.66,3.4,4.5,3,1,6,8,19,1,3,6,9,24
549,3,2,1.75,3.5,4.2,3,2,5,11,14,4,1,5,22,23
550,3,1,1.57,3.5,5.25,2,4,4,8,15,3,2,5,13,25
551,0,1,2.3,3.3,3.1,6,3,1,27,9,8,1,1,21,7
552,1,0,1.72,3.6,5.0,4,5,1,15,10,2,4,4,9,13
553,3,2,1.9,3.5,3.8,2,1,7,5,15,2,1,7,7,20
554,2,4,1.8,3.5,4.5,3,3,4,14,13,3,0,7,7,14
555,1,0,2.3,3.5,2.87,6,2,2,15,8,5,4,1,10,7
556,1,0,1.9,3.4,4.2,3,1,6,7,13,2,2,6,8,19
557,1,0,1.4,4.5,10.0,3,4,3,14,17,2,3,5,11,18
558,2,1,1.72,3.6,5.5,2,4,4,8,11,3,4,3,7,13
559,3,0,1.8,3.6,5.0,6,2,2,11,6,3,1,6,12,16
560,1,5,5.0,3.6,1.8,4,4,2,15,10,5,4,1,16,6
561,2,2,2.62,3.3,2.87,1,2,7,11,19,2,2,6,13,14
562,2,2,6.5,3.75,1.61,4,5,1,10,4,6,3,1,19,3
563,0,1,2.3,3.25,3.4,5,0,5,14,15,5,2,3,12,12
564,2,0,3.5,3.4,2.2,1,2,7,7,21,4,3,3,13,11
565,3,0,1.2,5.75,11.0,8,1,1,28,8,1,2,7,9,16
566,1,0,1.4,4.0,7.5,8,2,0,21,4,4,3,3,15,12
567,3,1,1.95,3.3,3.3,4,3,3,15,12,3,2,5,15,20
568,2,3,2.0,3.2,3.5,4,1,5,21,18,4,3,3,17,22
569,1,0,1.2,6.5,19.0,6,3,1,16,6,2,4,4,9,13
570,0,1,4.33,3.6,1.91,1,4,5,14,25,5,3,2,16,12
571,0,0,2.63,3.0,2.88,2,4,4,6,10,6,3,1,14,8
572,2,4,2.75,2.87,2.87,2,3,5,7,10,2,4,4,6,10
573,0,2,5.0,3.6,1.7,2,1,7,5,14,5,2,3,10,6
574,2,2,1.36,4.5,9.0,8,1,1,18,5,5,4,1,16,10
575,0,0,2.0,3.4,3.75,5,3,2,9,7,3,3,4,14,13
576,0,0,2.3,3.25,3.1,4,1,5,8,11,3,1,6,8,16
577,1,1,2.5,3.25,2.87,1,4,5,7,13,3,0,7,10,16
578,2,0,3.5,3.3,2.1,2,2,6,7,17,6,2,2,15,8
579,3,1,1.18,6.5,15.0,9,1,0,30,3,1,3,6,12,22
580,3,1,2.1,3.4,3.4,4,2,4,17,16,6,3,1,26,13
581,4,1,1.65,3.5,4.75,5,4,1,13,9,3,2,5,12,14
582,1,0,2.25,3.0,3.2,2,3,5,8,17,2,4,4,9,11
583,2,4,4.33,3.3,1.75,4,3,3,12,10,6,2,2,17,8
584,2,0,8.0,3.75,1.4,2,2,6,8,13,7,3,0,22,8
585,0,3,9.0,4.5,1.36,2,1,7,8,21,5,3,2,22,10
586,1,2,2.1,3.3,3.5,3,3,4,16,19,6,1,3,15,12
587,1,0,1.95,3.25,4.2,4,3,3,18,18,6,0,4,16,15
588,0,1,2.0,3.4,3.75,5,2,3,20,17,3,4,3,14,14
589,3,1,2.1,3.3,3.5,2,3,5,9,15,4,1,5,16,24
590,1,1,1.36,4.5,9.0,5,2,3,11,10,2,2,6,14,18
591,1,0,1.75,3.75,4.5,5,1,4,16,17,3,4,3,18,18
592,1,1,1.9,3.4,4.0,4,2,4,16,15,1,2,7,8,18
593,1,0,2.37,3.3,3.0,1,2,7,7,18,5,1,4,17,14
594,2,0,1.57,3.6,5.5,4,5,1,10,4,2,3,5,9,16
595,1,0,2.5,3.25,2.62,2,2,6,6,15,5,3,2,8,6
596,1,0,1.36,4.33,11.0,4,3,3,11,13,5,0,5,14,15
597,2,1,1.4,4.33,9.0,5,3,2,14,10,2,2,6,8,19
598,2,0,1.62,3.75,6.0,6,2,2,13,6,1,4,5,14,23
599,1,1,2.25,3.2,3.4,1,4,5,7,14,3,1,6,12,18
600,2,2,2.2,3.3,3.4,3,4,3,14,14,3,4,3,10,10
601,0,0,10.0,4.5,1.36,2,4,4,7,15,5,4,1,20,7
602,0,2,3.8,3.1,2.1,2,3,5,4,8,3,4,3,15,15
603,0,1,2.75,3.0,2.75,2,1,7,8,21,3,5,2,10,7
604,1,1,1.4,4.2,8.5,5,4,1,10,4,6,2,2,18,9
605,1,2,1.95,3.1,4.33,4,2,4,16,14,2,4,4,7,11
606,1,0,1.57,3.6,6.5,5,5,0,13,6,2,5,3,5,9
607,1,0,2.38,2.9,3.3,1,6,3,9,12,3,0,7,9,20
608,1,1,1.25,5.5,12.0,8,2,0,18,6,5,2,3,17,11
609,3,0,1.75,3.2,5.25,4,5,1,14,10,3,1,6,11,18
610,2,0,1.44,3.75,7.5,5,2,3,10,6,6,3,1,17,10
611,0,0,1.62,3.4,5.5,3,4,3,10,10,3,2,5,9,17
612,3,3,2.0,3.3,3.8,4,2,4,16,17,3,3,4,18,19
613,1,3,2.7,3.2,2.7,7,0,3,17,13,4,3,3,11,11
614,3,0,2.2,3.2,3.5,7,2,1,16,5,5,4,1,18,5
615,1,0,2.5,3.25,2.88,6,2,2,13,8,4,2,4,9,9
616,4,0,1.91,3.0,4.2,5,3,2,19,11,6,1,3,16,10
617,3,2,2.0,3.1,4.2,3,2,5,11,11,3,2,5,13,13
618,2,3,3.1,3.1,2.4,3,2,5,11,20,4,2,4,11,12
619,2,2,2.75,3.0,2.75,5,1,4,13,15,6,2,2,17,12
620,1,1,2.15,3.0,3.8,2,2,6,13,21,5,0,5,11,10
621,1,0,1.57,3.5,7.0,5,1,4,15,9,3,2,5,10,16
622,1,1,1.8,3.2,5.0,1,6,3,13,17,1,0,9,4,18
623,1,0,1.29,5.0,12.0,9,0,1,24,7,3,2,5,8,13
624,1,2,1.36,4.33,10.0,6,1,3,16,8,0,5,5,6,16
625,0,0,1.17,6.5,12.0,7,1,2,21,10,3,2,5,9,10
626,1,0,1.67,3.4,5.0,6,3,1,18,7,5,5,0,12,2
627,2,3,2.5,3.2,2.62,3,2,5,10,14,3,3,4,12,14
628,0,1,2.2,3.1,3.1,2,2,6,9,14,2,3,5,9,16
629,0,0,1.8,3.3,4.2,5,4,1,12,8,2,1,7,5,15
630,2,1,2.2,3.1,3.1,1,4,5,6,11,1,5,4,5,10
631,2,1,2.38,3.1,3.2,5,0,5,14,15,5,1,4,19,17
632,1,2,2.0,3.4,3.7,4,1,5,14,15,4,3,3,17,17
633,2,3,1.62,3.6,6.0,6,3,1,26,14,4,3,3,17,15
634,2,2,2.05,3.5,3.6,1,2,7,9,19,2,2,6,8,17
635,1,1,1.91,3.4,4.0,4,3,3,15,14,3,2,5,11,15
636,2,0,2.5,3.3,2.8,4,1,5,17,23,3,3,4,16,19
637,2,3,8.0,4.5,1.4,2,3,5,14,17,9,1,0,32,4
638,0,3,4.75,3.5,1.75,1,3,6,13,22,5,1,4,15,16
639,1,2,2.4,3.3,2.9,3,1,6,10,15,6,1,3,14,9
640,1,0,1.2,6.0,15.0,7,2,1,17,5,7,2,1,14,6
641,2,0,1.72,3.4,5.25,5,2,3,15,13,5,1,4,12,8
642,1,2,1.36,4.5,9.0,7,1,2,27,11,6,0,4,18,17
643,3,1,1.85,3.75,3.8,5,2,3,18,22,4,2,4,19,13
644,2,1,2.1,3.2,3.3,4,5,1,14,9,4,2,4,15,15
645,1,2,2.8,3.3,2.3,1,5,4,12,13,4,2,4,18,13
646,3,2,1.2,6.5,13.0,5,3,2,17,10,2,4,4,13,20
647,3,0,1.45,4.0,6.0,4,2,4,16,19,2,4,4,10,18
648,2,1,1.67,3.5,4.75,2,5,3,11,14,2,2,6,10,22
649,1,1,1.45,3.8,6.5,4,2,4,15,13,3,1,6,15,23
650,1,2,3.25,3.25,2.25,3,2,5,13,14,6,3,1,16,9
651,1,0,2.0,3.4,3.75,2,3,5,15,14,6,2,2,12,6
652,3,0,2.0,3.4,3.8,1,3,6,11,18,2,5,3,14,16
653,0,1,8.0,3.8,1.5,4,0,6,12,16,7,2,1,14,2
654,3,0,2.38,3.3,3.0,2,1,7,7,19,1,4,5,7,14
655,1,3,5.5,4.0,1.62,1,4,5,11,21,5,3,2,11,11
656,2,1,1.2,6.5,15.0,4,4,2,13,8,1,5,4,5,14
657,0,2,4.75,3.5,1.75,1,5,4,3,10,5,4,1,9,3
658,1,1,1.85,3.2,4.75,5,3,2,16,10,1,5,4,9,11
659,2,0,1.33,4.5,11.0,4,4,2,15,11,1,1,8,6,21
660,1,2,4.0,3.1,2.05,2,4,4,8,12,6,2,2,21,9
661,2,0,1.91,3.2,4.33,4,4,2,11,9,2,2,6,4,10
662,1,1,2.0,3.1,4.2,3,0,7,9,19,2,1,7,9,19
663,3,0,2.05,3.1,4.0,4,4,2,11,7,5,2,3,12,8
664,1,0,1.62,3.5,6.5,5,3,2,18,14,5,1,4,14,9
665,1,0,1.83,3.1,5.0,3,1,6,7,13,2,2,6,11,23
666,1,0,2.6,3.4,2.6,1,3,6,8,23,4,1,5,13,15
667,2,2,2.3,3.6,2.88,1,2,7,8,16,2,2,6,5,18
668,2,1,1.36,4.5,9.5,6,2,2,22,10,3,4,3,11,14
669,1,1,1.95,3.5,3.75,4,1,5,10,16,5,2,3,18,13
670,3,1,1.2,6.0,16.0,6,2,2,22,7,1,4,5,8,14
671,2,0,1.91,3.4,4.0,3,3,4,14,13,4,1,5,8,11
672,0,2,2.6,3.3,2.62,3,1,6,11,16,5,3,2,8,5
673,1,0,2.2,3.5,3.1,3,2,5,9,15,2,1,7,8,19
674,1,0,1.33,4.75,9.5,5,3,2,14,11,4,1,5,17,22
675,5,0,1.25,5.5,12.0,9,1,0,30,6,7,0,3,18,13
676,4,1,2.6,3.3,2.62,2,2,6,11,17,5,2,3,16,14
677,1,2,2.1,3.3,3.5,4,2,4,16,16,5,2,3,16,12
678,1,1,1.73,3.6,5.0,3,2,5,7,9,2,3,5,11,18
679,3,1,2.1,3.3,3.6,3,4,3,11,11,3,6,1,10,6
680,2,2,2.2,3.1,3.5,2,5,3,9,11,4,1,5,17,16
681,1,0,2.25,3.0,3.5,4,5,1,15,8,6,4,0,12,4
682,2,1,1.62,3.6,6.0,5,1,4,12,12,2,5,3,9,11
683,0,1,4.0,3.2,2.0,3,1,6,11,20,6,2,2,16,10
684,0,2,1.91,3.1,4.5,4,1,5,10,10,4,2,4,13,10
685,0,2,2.7,2.88,2.88,1,5,4,8,15,5,4,1,17,10
686,1,1,3.4,3.0,2.25,5,2,3,14,13,9,0,1,24,7
687,2,1,3.2,3.0,2.38,1,1,8,5,17,5,1,4,15,9
688,1,2,1.95,3.0,4.5,3,1,6,9,16,1,7,2,14,16
689,2,0,2.3,3.0,3.4,4,3,3,16,12,1,3,6,11,21
690,3,1,4.75,3.3,1.8,3,2,5,15,15,8,2,0,19,7
691,1,1,4.5,3.75,1.75,2,2,6,13,21,5,3,2,17,10
692,1,1,3.0,3.4,2.3,4,1,5,24,23,3,1,6,20,21
693,0,2,11.0,5.0,1.3,3,2,5,14,25,8,2,0,19,4
694,2,4,3.6,3.5,2.0,4,3,3,15,11,8,1,1,29,8
695,0,4,1.67,3.5,5.5,5,4,1,15,9,2,2,6,5,15
696,4,2,5.5,3.5,1.67,6,1,3,15,10,7,2,1,18,7
697,3,2,3.0,3.4,2.3,5,3,2,18,14,4,2,4,18,19
698,1,1,3.0,3.4,2.3,2,3,5,10,14,6,2,2,24,13
699,4,0,2.0,3.4,3.75,4,3,3,18,18,1,3,6,11,18
700,1,3,2.05,3.4,3.5,5,1,4,20,18,3,1,6,13,17
701,2,0,2.25,3.0,3.5,3,2,5,11,15,5,0,5,13,16
702,0,1,2.2,3.3,3.3,2,3,5,15,21,4,4,2,15,13
703,3,1,1.25,5.5,12.0,5,1,4,15,14,2,3,5,16,18
704,2,0,1.44,4.2,7.5,3,3,4,17,18,0,3,7,10,25
705,1,1,1.62,3.75,6.0,5,5,0,19,5,6,2,2,14,6
706,0,0,2.0,3.3,3.8,5,3,2,15,12,4,5,1,11,8
707,0,0,5.5,3.6,1.65,3,3,4,10,15,6,3,1,17,7
708,2,0,1.44,4.0,6.5,4,2,4,13,16,1,4,5,12,14
709,3,1,2.7,3.2,2.4,2,2,6,11,22,3,2,5,15,17
710,2,1,2.9,3.2,2.25,3,2,5,16,23,4,5,1,14,10
711,2,2,2.3,3.25,2.8,2,4,4,9,18,3,3,4,14,14
712,0,1,1.57,3.6,5.25,7,0,3,19,15,3,5,2,13,13
713,0,1,3.2,3.25,2.1,2,4,4,13,19,3,1,6,15,18
714,0,1,2.05,3.1,4.0,2,2,6,11,21,2,1,7,6,16
715,1,0,1.66,3.4,6.0,8,1,1,23,7,5,0,5,14,10
716,2,0,1.5,4.2,6.0,6,2,2,21,21,2,3,5,14,20
717,2,0,1.2,6.5,13.0,8,2,0,19,4,2,3,5,9,21
718,2,2,1.44,4.33,7.0,4,4,2,16,11,4,2,4,11,16
719,1,1,1.61,3.75,5.5,4,2,4,19,14,4,0,6,11,14
720,2,0,2.0,3.2,3.5,2,3,5,7,16,2,2,6,9,14
721,0,2,3.0,3.25,2.2,5,4,1,11,2,6,2,2,19,10
722,0,1,2.1,3.1,3.3,1,2,7,4,15,2,3,5,7,11
723,1,1,4.0,3.3,1.83,4,3,3,14,14,6,2,2,12,4
724,3,1,1.33,5.0,9.0,6,2,2,18,11,4,3,3,15,11
725,3,2,1.72,3.5,5.0,4,4,2,13,12,4,1,5,8,12
726,1,1,1.9,3.3,4.2,3,2,5,9,13,1,3,6,8,16
727,3,2,1.57,3.8,6.0,5,3,2,9,5,1,1,8,6,19
728,0,0,4.2,3.75,1.8,7,1,2,18,10,6,2,2,21,8
729,4,1,1.14,7.5,18.0,9,1,0,31,5,4,1,5,16,20
730,1,1,1.5,4.0,7.0,3,3,4,15,17,2,3,5,17,20
731,3,1,2.7,3.25,2.4,3,2,5,13,17,5,2,3,19,16
